precio,m2,ambientes,dormitorios,baños,cocheras,es_a_refaccionar,tiene_quincho,m2_construidos_final,pileta_m2_real,tiene_jardin,estado_desc,tiene_vista_mar,es_cercano_mar,gas_natural,losa_radiante,porcentaje_cubierto,es_ph_loft,estilo_antiguedad,tipo_detectado,barrio_detectado,m2_no_construidos,es_lujosa_hardware,ratio_bano_dormitorio,factor_parque,tiene_seguridad,es_moderna_estrenar,dependencia_servicio,doble_vidrio_dvh,cochera_cerrada,nivel_pileta,es_renovada,en_complejo,ambientes_extra,ratio_dormitorio_ambiente,cantidad_plantas,precio_m2
229000.0,700.0,4.0,3,2,1.0,0,0.0,107.0,0.0,0,standard,0,0,0,0,15.285714285714286,0,Estándar/No Especifica,Casa,Pinamar Norte,593.0,0,0.6666666666666666,6.542056074766355,0,0,0,0,0,0,0,0,1.0,0.75,1,2140.1869158878503
230000.0,150.0,3.0,2,3,0.0,0,0.0,81.0,0.0,1,standard,0,0,1,0,54.0,0,Estándar/No Especifica,Casa,Alamos/Pioneros,69.0,1,1.5,1.851851851851852,0,0,0,1,0,0,0,0,1.0,0.6666666666666666,1,2839.5061728395062
290000.0,1000.0,4.0,3,3,1.0,0,0.0,113.0,0.0,0,standard,0,0,1,1,11.3,0,Estándar/No Especifica,Casa,Alamos/Pioneros,887.0,0,1.0,8.849557522123893,0,0,0,1,0,0,0,0,1.0,0.75,1,2566.3716814159293
580000.0,1200.0,7.0,6,6,2.0,0,1.0,221.0,0.0,1,standard,0,1,0,1,18.416666666666668,0,Estándar/No Especifica,Casa,Pinamar Norte,979.0,1,1.0,5.429864253393665,0,0,0,1,0,1,0,0,1.0,0.8571428571428571,2,2624.4343891402714
132000.0,93.0,4.0,3,2,0.0,0,0.0,89.0,0.0,1,standard,0,0,1,0,95.6989247311828,0,Estándar/No Especifica,Casa,Pinamar Centro,4.0,0,0.6666666666666666,1.0449438202247192,0,0,0,0,0,0,0,0,1.0,0.75,2,1483.1460674157304
249000.0,435.0,4.0,3,2,1.0,0,0.0,107.0,0.0,1,standard,0,0,0,0,24.597701149425287,0,Estándar/No Especifica,Casa,Pinamar Centro,328.0,0,0.6666666666666666,4.065420560747664,0,0,0,0,1,0,0,0,1.0,0.75,2,2327.1028037383176
795000.0,1839.0,7.0,6,5,2.0,0,0.0,185.0,0.0,0,standard,0,0,0,1,10.059815116911365,0,Estándar/No Especifica,Casa,Pinamar Norte,1654.0,0,0.8333333333333334,9.94054054054054,0,0,0,0,1,0,0,0,1.0,0.8571428571428571,1,4297.2972972972975
449000.0,700.0,5.0,4,3,2.0,0,0.0,145.0,0.0,0,nuevo,0,0,0,0,20.714285714285715,0,Moderna/Nueva,Mansión,Pinamar Norte,555.0,0,0.75,4.827586206896552,0,1,0,0,0,1,0,0,1.0,0.8,1,3096.551724137931
280000.0,170.0,3.0,2,3,0.0,0,1.0,111.0,0.0,1,standard,0,0,1,0,65.29411764705883,0,Estándar/No Especifica,Casa,Golf,59.0,0,1.5,1.5315315315315314,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,1,2522.5225225225226
249000.0,400.0,4.0,3,2,1.0,0,0.0,107.0,0.0,0,standard,0,0,1,0,26.75,0,Estándar/No Especifica,Casa,Pinamar General,293.0,0,0.6666666666666666,3.7383177570093458,0,0,0,0,0,0,0,0,1.0,0.75,1,2327.1028037383176
205000.0,764.0,4.0,3,3,1.0,0,0.0,113.0,0.0,1,standard,0,0,1,0,14.790575916230368,0,Estándar/No Especifica,Duplex,Pinamar General,651.0,0,1.0,6.761061946902655,0,0,0,0,0,0,0,1,1.0,0.75,2,1814.1592920353983
405000.0,875.0,4.0,3,3,1.0,0,0.0,113.0,0.0,1,standard,0,0,1,1,12.914285714285716,0,Clásica/Antigua,Chalet,Pinamar Norte,762.0,0,1.0,7.743362831858407,0,0,0,0,0,1,0,0,1.0,0.75,1,3584.070796460177
230000.0,1287.0,3.0,2,2,1.0,0,1.0,179.0,0.0,1,standard,0,0,1,0,13.908313908313907,0,Estándar/No Especifica,Casa,Pinamar Centro,1108.0,0,1.0,7.189944134078212,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,2,1284.9162011173185
230000.0,800.0,4.0,3,2,2.0,0,0.0,125.0,0.0,0,standard,0,0,1,1,15.625,0,Estándar/No Especifica,Casa,Pinamar Norte,675.0,0,0.6666666666666666,6.4,0,0,0,0,1,0,0,0,1.0,0.75,1,1840.0
250000.0,724.0,4.0,3,2,2.0,0,0.0,140.0,0.0,0,nuevo,0,0,1,1,19.337016574585636,0,Moderna/Nueva,Casa,Alamos/Pioneros,584.0,0,0.6666666666666666,5.171428571428572,1,1,0,0,0,1,0,0,1.0,0.75,1,1785.7142857142858
580000.0,860.0,6.0,3,4,2.0,0,1.0,167.0,0.0,1,standard,0,0,1,1,19.41860465116279,0,Moderna/Nueva,Mansión,Golf,693.0,1,1.3333333333333333,5.149700598802395,0,1,0,0,1,2,0,0,3.0,0.5,2,3473.053892215569
230000.0,750.0,4.0,3,3,1.0,0,0.0,113.0,0.0,0,excelente,0,0,1,0,15.066666666666666,0,Estándar/No Especifica,Casa,Alamos/Pioneros,637.0,0,1.0,6.6371681415929205,0,0,0,1,0,0,0,0,1.0,0.75,1,2035.3982300884957
190000.0,494.0,4.0,3,2,1.0,0,0.0,107.0,0.0,1,standard,0,0,1,0,21.65991902834008,0,Estándar/No Especifica,Casa,Pinamar General,387.0,0,0.6666666666666666,4.616822429906542,0,0,0,0,0,0,0,0,1.0,0.75,2,1775.7009345794393
230000.0,800.0,4.0,3,3,2.0,0,0.0,131.0,0.0,0,standard,0,0,1,1,16.375,0,Estándar/No Especifica,Casa,Pinamar Norte,669.0,0,1.0,6.106870229007634,0,0,0,0,1,0,0,0,1.0,0.75,1,1755.7251908396947
320000.0,916.0,5.0,4,4,1.0,0,0.0,133.0,0.0,0,standard,0,0,1,1,14.519650655021834,0,Moderna/Nueva,Casa,Pinamar General,783.0,1,1.0,6.887218045112782,0,1,0,1,0,2,0,0,1.0,0.8,2,2406.0150375939847
189000.0,829.0,4.0,3,2,1.0,0,0.0,107.0,0.0,1,standard,0,0,1,0,12.907117008443908,0,Estándar/No Especifica,Casa,Golf,722.0,0,0.6666666666666666,7.747663551401869,0,0,0,0,0,0,0,0,1.0,0.75,2,1766.3551401869158
330000.0,183.0,4.0,3,3,1.0,0,0.0,113.0,0.0,1,standard,0,0,0,0,61.74863387978142,0,Estándar/No Especifica,Casa,Pinamar Norte,70.0,0,1.0,1.6194690265486726,0,0,0,0,0,0,0,0,1.0,0.75,1,2920.353982300885
450000.0,1034.0,4.0,3,2,1.0,0,0.0,107.0,0.0,1,nuevo,0,0,1,1,10.34816247582205,0,Moderna/Nueva,Casa,Pinamar Norte,927.0,0,0.6666666666666666,9.663551401869158,0,1,0,0,1,1,0,0,1.0,0.75,1,4205.607476635514
525000.0,2874.0,6.0,5,5,3.0,0,1.0,219.0,0.0,1,standard,1,0,1,1,7.620041753653445,0,Estándar/No Especifica,Casa,La Herradura,2655.0,0,1.0,13.123287671232877,1,0,0,0,0,1,0,0,1.0,0.8333333333333334,2,2397.2602739726026
299000.0,1000.0,5.0,4,4,1.0,0,0.0,314.0,0.0,0,standard,0,0,0,0,31.4,0,Estándar/No Especifica,Casa,Pinamar Centro,686.0,0,1.0,3.1847133757961785,0,0,0,0,0,0,0,0,1.0,0.8,2,952.2292993630573
398000.0,1447.0,5.0,4,4,1.0,0,1.0,163.0,0.0,0,standard,0,0,0,0,11.264685556323428,0,Estándar/No Especifica,Casa,La Herradura,1284.0,0,1.0,8.877300613496933,1,0,0,0,0,1,0,0,1.0,0.8,1,2441.717791411043
570000.0,869.0,4.0,3,3,0.0,0,1.0,125.0,0.0,1,standard,0,0,1,1,14.3843498273878,0,Estándar/No Especifica,Casa,Pinamar Norte,744.0,1,1.0,6.952,0,0,0,1,0,0,0,0,1.0,0.75,1,4560.0
395000.0,1708.0,5.0,4,3,1.0,0,0.0,127.0,0.0,1,standard,0,0,0,0,7.43559718969555,0,Estándar/No Especifica,Casa,Pinamar General,1581.0,0,0.75,13.448818897637794,0,0,0,0,1,0,0,0,1.0,0.8,2,3110.236220472441
290000.0,721.0,4.0,3,3,1.0,0,1.0,143.0,0.0,1,standard,0,0,0,0,19.83356449375867,0,Estándar/No Especifica,Casa,Pinamar Centro,578.0,0,1.0,5.041958041958042,0,0,0,0,0,2,0,0,1.0,0.75,1,2027.972027972028
190000.0,825.0,5.0,4,2,0.0,0,1.0,133.0,0.0,1,standard,0,0,1,0,16.12121212121212,0,Estándar/No Especifica,Casa,Golf,692.0,0,0.5,6.203007518796992,0,0,0,0,0,0,0,0,1.0,0.8,1,1428.5714285714287
790000.0,2160.0,6.0,5,5,4.0,0,0.0,207.0,0.0,0,standard,0,0,0,1,9.583333333333334,0,Estándar/No Especifica,Casa,La Herradura,1953.0,1,1.0,10.434782608695652,1,0,0,0,0,1,0,0,1.0,0.8333333333333334,2,3816.4251207729467
490000.0,1384.0,5.0,4,5,2.0,0,1.0,380.0,0.0,1,standard,0,0,0,1,27.45664739884393,0,Estándar/No Especifica,Casa,Pinamar Norte,1004.0,0,1.25,3.642105263157895,0,0,0,0,0,0,0,0,1.0,0.8,2,1289.4736842105262
265000.0,1350.0,4.0,3,1,0.0,0,0.0,135.0,0.0,0,standard,0,0,0,0,10.0,0,Estándar/No Especifica,Casa,Pinamar Norte,1215.0,0,0.3333333333333333,10.0,0,0,0,0,0,0,0,0,1.0,0.75,1,1962.962962962963
600000.0,1436.0,5.0,4,3,1.0,0,0.0,127.0,0.0,1,standard,0,0,0,1,8.84401114206128,0,Estándar/No Especifica,Casa,La Herradura,1309.0,0,0.75,11.307086614173228,1,0,0,0,0,1,0,0,1.0,0.8,1,4724.4094488188975
475000.0,614.0,5.0,4,3,3.0,0,0.0,163.0,0.0,1,remodelado,0,0,1,1,26.547231270358303,0,Renovada,Casa,Pinamar General,451.0,1,0.75,3.766871165644172,0,0,0,0,0,2,1,0,1.0,0.8,3,2914.1104294478528
190000.0,450.0,5.0,4,3,1.0,0,0.0,150.0,0.0,0,standard,0,0,0,0,33.33333333333333,0,Estándar/No Especifica,Casa,Pinamar Norte,300.0,0,0.75,3.0,0,0,0,0,0,0,0,0,1.0,0.8,2,1266.6666666666667
330000.0,925.0,5.0,4,3,1.0,0,0.0,127.0,0.0,1,standard,0,1,1,1,13.729729729729732,0,Estándar/No Especifica,Casa,Pinamar Norte,798.0,1,0.75,7.283464566929134,0,0,0,1,0,1,0,0,1.0,0.8,1,2598.4251968503936
560000.0,1455.0,5.0,4,3,2.0,0,0.0,145.0,0.0,1,standard,0,0,0,0,9.965635738831615,0,Estándar/No Especifica,Casa,La Herradura,1310.0,0,0.75,10.03448275862069,1,0,0,0,0,1,0,0,1.0,0.8,1,3862.0689655172414
396000.0,1025.0,6.0,5,2,1.0,0,0.0,350.0,0.0,0,standard,0,0,0,0,34.146341463414636,0,Estándar/No Especifica,Casa,Golf,675.0,0,0.4,2.9285714285714284,0,0,0,0,0,0,0,0,1.0,0.8333333333333334,2,1131.4285714285713
340000.0,700.0,5.0,4,3,1.0,0,0.0,127.0,0.0,1,standard,0,0,0,0,18.142857142857142,0,Estándar/No Especifica,Casa,Pinamar Norte,573.0,0,0.75,5.511811023622047,0,0,0,0,0,0,0,0,1.0,0.8,2,2677.165354330709
580000.0,1829.0,5.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,1,1,7.2717331875341715,0,Estándar/No Especifica,Casa,Pinamar General,1696.0,0,1.0,13.75187969924812,0,0,0,0,0,0,0,0,1.0,0.8,1,4360.902255639097
570000.0,620.0,6.0,5,4,0.0,0,0.0,290.0,0.0,0,standard,0,0,0,0,46.774193548387096,0,Estándar/No Especifica,Casa,Alamos/Pioneros,330.0,0,0.8,2.1379310344827585,0,0,0,0,0,0,0,0,1.0,0.8333333333333334,2,1965.5172413793102
259000.0,404.0,8.0,6,3,2.0,0,0.0,173.0,0.0,0,standard,0,0,1,1,42.82178217821782,0,Estándar/No Especifica,Casa,Pinamar Norte,231.0,0,0.5,2.3352601156069364,0,0,0,0,0,0,0,0,2.0,0.75,2,1497.1098265895953
195000.0,511.0,3.0,2,4,0.0,0,0.0,87.0,0.0,1,standard,0,0,0,0,17.025440313111545,0,Estándar/No Especifica,Casa,Pinamar General,424.0,0,2.0,5.873563218390805,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,1,2241.3793103448274
420000.0,739.0,4.0,3,4,1.0,0,1.0,149.0,0.0,1,standard,0,0,0,0,20.16238159675237,0,Estándar/No Especifica,Casa,Pinamar Centro,590.0,0,1.3333333333333333,4.959731543624161,0,0,0,0,0,0,0,0,1.0,0.75,2,2818.7919463087246
280000.0,711.0,5.0,4,3,1.0,0,1.0,157.0,0.0,1,standard,0,0,1,1,22.081575246132207,0,Clásica/Antigua,Chalet,Pinamar Centro,554.0,0,0.75,4.528662420382165,0,0,0,0,0,0,0,0,1.0,0.8,1,1783.43949044586
169000.0,450.0,4.0,3,3,0.0,0,0.0,140.0,0.0,0,standard,0,0,0,0,31.11111111111111,0,Estándar/No Especifica,Casa,Pinamar Centro,310.0,0,1.0,3.2142857142857144,0,0,0,0,0,0,0,0,1.0,0.75,1,1207.142857142857
219000.0,625.0,4.0,3,2,0.0,0,1.0,120.0,625.0,0,standard,0,0,0,0,19.2,0,Estándar/No Especifica,Casa,Pinamar General,505.0,0,0.6666666666666666,5.208333333333333,0,0,0,0,0,1,0,0,1.0,0.75,1,1825.0
470000.0,877.0,5.0,4,3,1.0,0,0.0,227.0,0.0,1,standard,0,0,1,1,25.883694412770808,0,Estándar/No Especifica,Casa,Golf,650.0,1,0.75,3.8634361233480177,1,1,0,1,0,1,0,0,1.0,0.8,2,2070.4845814977975
795000.0,1839.0,7.0,4,5,1.0,0,0.0,552.0,0.0,0,standard,0,0,0,0,30.0163132137031,0,Estándar/No Especifica,Casa,Pinamar General,1287.0,0,1.25,3.3315217391304346,0,0,0,0,1,0,0,0,3.0,0.5714285714285714,1,1440.2173913043478
398000.0,850.0,5.0,4,3,1.0,0,1.0,157.0,0.0,1,standard,0,0,0,0,18.470588235294116,0,Estándar/No Especifica,Casa,Alamos/Pioneros,693.0,0,0.75,5.414012738853503,0,0,0,0,0,0,0,0,1.0,0.8,1,2535.0318471337578
260000.0,230.0,5.0,3,2,2.0,0,0.0,180.0,0.0,0,standard,0,0,0,0,78.26086956521739,0,Estándar/No Especifica,Casa,Costa Esmeralda,50.0,0,0.6666666666666666,1.2777777777777777,0,0,0,0,0,0,0,0,2.0,0.6,2,1444.4444444444443
290000.0,801.0,5.0,3,4,2.0,0,0.0,265.0,0.0,0,standard,0,0,0,0,33.083645443196005,0,Estándar/No Especifica,Casa,Pinamar Norte,536.0,0,1.3333333333333333,3.0226415094339623,0,0,0,0,0,0,0,0,2.0,0.6,2,1094.3396226415093
430000.0,866.0,4.0,3,3,3.0,0,0.0,149.0,0.0,0,standard,0,0,0,1,17.20554272517321,0,Estándar/No Especifica,Casa,Pinamar General,717.0,0,1.0,5.8120805369127515,1,0,0,0,0,1,0,0,1.0,0.75,2,2885.9060402684563
295000.0,723.0,6.0,5,4,2.0,0,0.0,165.0,0.0,1,standard,0,0,0,0,22.82157676348548,0,Estándar/No Especifica,Casa,Pinamar Centro,558.0,0,0.8,4.381818181818182,0,0,0,0,0,0,0,0,1.0,0.8333333333333334,2,1787.878787878788
255000.0,669.0,6.0,4,3,1.0,0,0.0,150.0,0.0,1,standard,0,0,0,0,22.421524663677133,0,Estándar/No Especifica,Casa,Pinamar General,519.0,0,0.75,4.46,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,3,1700.0
450000.0,1242.0,5.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,1,0,10.7085346215781,0,Estándar/No Especifica,Casa,Pinamar Norte,1109.0,0,1.0,9.338345864661656,1,0,0,0,1,0,0,0,1.0,0.8,2,3383.4586466165415
290000.0,801.0,5.0,4,3,1.0,0,0.0,265.0,0.0,0,standard,0,0,0,0,33.083645443196005,0,Estándar/No Especifica,Casa,Pinamar Norte,536.0,0,0.75,3.0226415094339623,0,0,0,0,0,0,0,0,1.0,0.8,1,1094.3396226415093
135000.0,375.0,5.0,4,3,2.0,0,0.0,104.0,0.0,0,standard,0,0,1,0,27.73333333333333,0,Estándar/No Especifica,Casa,Pinamar General,271.0,0,0.75,3.605769230769231,1,0,0,0,0,0,0,1,1.0,0.8,2,1298.076923076923
260000.0,863.0,3.0,2,3,0.0,0,0.0,81.0,0.0,1,standard,0,0,1,0,9.385863267670915,0,Estándar/No Especifica,Casa,Pinamar General,782.0,0,1.5,10.65432098765432,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,1,3209.8765432098767
270000.0,1200.0,4.0,3,2,1.0,0,1.0,137.0,0.0,1,standard,0,0,1,1,11.416666666666666,0,Estándar/No Especifica,Casa,Golf,1063.0,0,0.6666666666666666,8.75912408759124,0,0,0,0,0,0,0,0,1.0,0.75,2,1970.802919708029
419000.0,1202.0,4.0,3,2,1.0,0,0.0,227.0,0.0,1,standard,0,0,0,1,18.885191347753743,0,Estándar/No Especifica,Casa,Pinamar Norte,975.0,1,0.6666666666666666,5.295154185022026,0,0,0,1,1,0,0,1,1.0,0.75,1,1845.8149779735684
219000.0,450.0,4.0,3,4,1.0,0,1.0,149.0,0.0,1,standard,0,0,1,0,33.111111111111114,0,Clásica/Antigua,Chalet,Pinamar Centro,301.0,0,1.3333333333333333,3.0201342281879193,0,0,0,0,0,0,0,0,1.0,0.75,1,1469.7986577181207
365000.0,170.0,5.0,4,3,0.0,0,0.0,109.0,0.0,1,nuevo,0,0,0,0,64.11764705882354,0,Moderna/Nueva,Departamento,Pinamar General,61.0,1,0.75,1.5596330275229358,0,1,0,1,0,0,0,0,1.0,0.8,1,3348.623853211009
189000.0,630.0,5.0,4,2,1.0,0,0.0,150.0,0.0,1,standard,0,1,1,0,23.809523809523807,0,Estándar/No Especifica,Casa,Pinamar Centro,480.0,0,0.5,4.2,0,0,0,0,0,0,0,0,1.0,0.8,1,1260.0
279000.0,618.0,6.0,5,3,2.0,0,0.0,220.0,0.0,0,standard,0,0,0,0,35.59870550161812,0,Estándar/No Especifica,Casa,Pinamar General,398.0,0,0.6,2.809090909090909,0,0,0,0,0,0,0,0,1.0,0.8333333333333334,2,1268.1818181818182
210000.0,740.0,5.0,4,3,1.0,0,0.0,127.0,0.0,1,standard,0,0,1,0,17.16216216216216,0,Estándar/No Especifica,Casa,Pinamar Centro,613.0,0,0.75,5.826771653543307,0,0,0,0,0,0,0,0,1.0,0.8,1,1653.5433070866143
169000.0,997.0,4.0,3,2,1.0,0,1.0,137.0,0.0,1,standard,0,0,1,0,13.74122367101304,0,Estándar/No Especifica,Cabaña,Pinamar Norte,860.0,0,0.6666666666666666,7.277372262773723,0,0,0,0,0,0,0,0,1.0,0.75,2,1233.5766423357663
350000.0,800.0,5.0,3,2,0.0,0,0.0,89.0,0.0,0,standard,0,0,0,0,11.125,0,Estándar/No Especifica,Casa,Costa Esmeralda,711.0,0,0.6666666666666666,8.98876404494382,0,0,0,0,0,0,0,0,2.0,0.6,1,3932.5842696629215
225000.0,630.0,5.0,4,2,1.0,0,1.0,151.0,0.0,0,standard,0,0,1,0,23.96825396825397,0,Estándar/No Especifica,Casa,Pinamar Norte,479.0,0,0.5,4.172185430463577,0,0,0,0,1,0,0,1,1.0,0.8,2,1490.0662251655629
469000.0,1497.0,6.0,4,4,2.0,0,0.0,320.0,1500.0,0,standard,0,0,0,0,21.37608550434202,0,Estándar/No Especifica,Casa,La Herradura,1177.0,0,1.0,4.678125,0,0,0,0,0,1,0,0,2.0,0.6666666666666666,2,1465.625
220000.0,450.0,4.0,3,3,1.0,0,0.0,113.0,0.0,1,standard,0,0,1,0,25.11111111111111,0,Estándar/No Especifica,Casa,Golf,337.0,0,1.0,3.982300884955752,0,0,0,0,0,0,0,0,1.0,0.75,1,1946.9026548672566
640000.0,1756.0,8.0,6,4,2.0,0,0.0,340.0,0.0,0,standard,0,0,0,0,19.362186788154897,0,Estándar/No Especifica,Casa,La Herradura,1416.0,0,0.6666666666666666,5.1647058823529415,0,0,0,0,0,0,0,0,2.0,0.75,3,1882.3529411764705
136000.0,300.0,4.0,2,2,1.0,0,0.0,100.0,0.0,0,standard,0,0,0,0,33.33333333333333,0,Estándar/No Especifica,Casa,Pinamar General,200.0,0,1.0,3.0,0,0,0,0,0,0,0,0,2.0,0.5,1,1360.0
500000.0,1790.0,5.0,4,4,1.0,0,0.0,133.0,0.0,1,standard,0,0,1,1,7.430167597765363,0,Estándar/No Especifica,Casa,Pinamar Norte,1657.0,0,1.0,13.458646616541351,1,0,0,0,1,0,0,0,1.0,0.8,1,3759.3984962406016
210000.0,700.0,4.0,3,2,1.0,0,0.0,107.0,0.0,1,standard,0,0,0,0,15.285714285714286,0,Estándar/No Especifica,Casa,Pinamar Centro,593.0,0,0.6666666666666666,6.542056074766355,0,0,0,0,1,0,0,0,1.0,0.75,1,1962.6168224299065
164000.0,450.0,5.0,3,3,0.0,0,0.0,95.0,0.0,1,excelente,1,0,0,0,21.11111111111111,1,Estándar/No Especifica,PH,Pinamar General,355.0,0,1.0,4.7368421052631575,0,0,1,0,0,0,0,0,2.0,0.6,1,1726.3157894736842
235000.0,603.0,5.0,4,3,1.0,0,1.0,157.0,0.0,1,standard,0,0,1,0,26.036484245439468,0,Renovada,Casa,Golf,446.0,0,0.75,3.840764331210191,0,0,0,0,0,0,1,0,1.0,0.8,1,1496.8152866242037
260000.0,992.0,4.0,3,3,0.0,0,0.0,95.0,0.0,1,standard,0,0,1,0,9.576612903225806,0,Estándar/No Especifica,Casa,Golf,897.0,0,1.0,10.442105263157895,0,0,0,0,0,0,0,0,1.0,0.75,1,2736.842105263158
270000.0,778.0,4.0,3,2,2.0,0,0.0,125.0,0.0,1,standard,0,0,0,0,16.066838046272494,0,Estándar/No Especifica,Casa,Pinamar General,653.0,0,0.6666666666666666,6.224,0,0,0,0,0,0,0,0,1.0,0.75,1,2160.0
235000.0,700.0,3.0,2,2,0.0,0,0.0,75.0,0.0,1,standard,0,0,1,0,10.714285714285714,0,Estándar/No Especifica,Casa,Pinamar Norte,625.0,0,1.0,9.333333333333334,0,0,0,1,0,1,0,0,1.0,0.6666666666666666,1,3133.3333333333335
1050000.0,900.0,9.0,4,5,5.0,0,0.0,320.0,0.0,0,standard,0,0,0,1,35.55555555555556,0,Estándar/No Especifica,Casa,Pinamar General,580.0,0,1.25,2.8125,1,0,0,0,0,0,0,0,5.0,0.4444444444444444,2,3281.25
220000.0,120.0,4.0,3,2,1.0,0,0.0,120.0,0.0,0,standard,0,0,0,0,100.0,0,Estándar/No Especifica,Casa,Golf,0.0,0,0.6666666666666666,1.0,0,0,0,0,0,0,0,0,1.0,0.75,1,1833.3333333333333
580000.0,280.0,6.0,5,5,4.0,0,0.0,207.0,0.0,1,standard,0,0,0,0,73.92857142857143,0,Moderna/Nueva,Mansión,Costa Esmeralda,73.0,1,1.0,1.352657004830918,0,1,0,1,0,1,0,0,1.0,0.8333333333333334,2,2801.9323671497586
120000.0,259.0,3.0,2,1,1.0,0,0.0,87.0,0.0,1,standard,0,1,1,0,33.59073359073359,0,Estándar/No Especifica,Casa,Ostende,172.0,0,0.5,2.977011494252874,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,1,1379.3103448275863
750000.0,600.0,6.0,5,3,2.0,0,0.0,159.0,0.0,0,standard,1,0,1,0,26.5,0,Estándar/No Especifica,Casa,Pinamar Norte,441.0,0,0.6,3.7735849056603774,0,0,0,0,0,0,0,0,1.0,0.8333333333333334,2,4716.981132075472
165000.0,762.0,4.0,3,2,0.0,0,0.0,141.0,0.0,0,standard,0,0,0,0,18.503937007874015,0,Estándar/No Especifica,Casa,Pinamar General,621.0,0,0.6666666666666666,5.404255319148936,0,0,0,0,0,0,0,0,1.0,0.75,1,1170.212765957447
190000.0,363.0,4.0,3,3,2.0,0,1.0,161.0,0.0,1,standard,1,0,1,0,44.35261707988981,0,Estándar/No Especifica,PH,Pinamar Centro,202.0,0,1.0,2.2546583850931676,0,0,0,0,1,0,0,0,1.0,0.75,1,1180.1242236024846
380000.0,930.0,3.0,2,3,1.0,0,1.0,129.0,0.0,1,standard,0,0,1,1,13.870967741935484,0,Estándar/No Especifica,Casa,Pinamar Norte,801.0,1,1.5,7.209302325581396,0,0,0,1,0,1,0,0,1.0,0.6666666666666666,1,2945.736434108527
400000.0,890.0,4.0,3,3,1.0,0,0.0,113.0,0.0,1,standard,0,0,0,1,12.696629213483146,0,Estándar/No Especifica,Casa,Pinamar Norte,777.0,1,1.0,7.876106194690266,0,0,0,1,0,0,0,0,1.0,0.75,1,3539.8230088495575
380000.0,340.0,6.0,4,4,1.0,0,0.0,133.0,0.0,0,standard,0,0,1,0,39.11764705882353,0,Estándar/No Especifica,Casa,Pinamar General,207.0,0,1.0,2.556390977443609,1,0,0,0,0,0,0,0,2.0,0.6666666666666666,2,2857.1428571428573
230000.0,202.0,5.0,3,3,0.0,0,0.0,140.0,0.0,0,standard,0,0,0,0,69.3069306930693,0,Estándar/No Especifica,Casa,Pinamar General,62.0,0,1.0,1.4428571428571428,0,0,0,0,0,0,0,0,2.0,0.6,1,1642.857142857143
360000.0,940.0,7.0,5,4,2.0,0,1.0,290.0,0.0,0,standard,0,0,0,0,30.851063829787233,0,Estándar/No Especifica,Casa,Alamos/Pioneros,650.0,0,0.8,3.2413793103448274,0,0,0,0,0,0,0,0,2.0,0.7142857142857143,1,1241.3793103448277
365000.0,1075.0,5.0,4,3,1.0,0,0.0,127.0,3.0,0,standard,0,0,0,1,11.813953488372093,0,Moderna/Nueva,Casa,Golf,948.0,1,0.75,8.464566929133857,0,1,0,1,0,1,0,1,1.0,0.8,2,2874.015748031496
450000.0,1100.0,8.0,7,6,3.0,0,1.0,253.0,0.0,0,standard,0,0,0,1,23.0,0,Estándar/No Especifica,Casa,Pinamar General,847.0,1,0.8571428571428571,4.3478260869565215,0,0,0,0,0,0,0,0,1.0,0.875,2,1778.6561264822135
280000.0,920.0,4.0,3,1,0.0,0,0.0,132.0,0.0,0,standard,0,0,0,0,14.347826086956522,0,Estándar/No Especifica,Casa,Alamos/Pioneros,788.0,0,0.3333333333333333,6.96969696969697,0,0,0,0,0,0,0,0,1.0,0.75,2,2121.212121212121
329000.0,875.0,4.0,3,2,0.0,0,0.0,228.0,875.0,0,standard,0,0,0,0,26.057142857142857,0,Estándar/No Especifica,Casa,Alamos/Pioneros,647.0,0,0.6666666666666666,3.837719298245614,0,0,0,0,0,1,0,0,1.0,0.75,1,1442.982456140351
145000.0,541.0,3.0,2,1,1.0,0,0.0,87.0,0.0,1,standard,0,0,0,0,16.081330868761555,0,Estándar/No Especifica,Duplex,Pinamar Centro,454.0,0,0.5,6.218390804597701,0,0,0,0,0,0,0,0,1.0,0.6666666666666666,2,1666.6666666666667
280000.0,820.0,5.0,4,3,1.0,0,1.0,157.0,0.0,1,standard,0,0,1,0,19.146341463414636,0,Estándar/No Especifica,Casa,Golf,663.0,0,0.75,5.222929936305732,0,0,0,0,0,0,0,0,1.0,0.8,2,1783.43949044586
245000.0,1007.0,5.0,3,2,0.0,0,0.0,145.0,7.0,0,standard,0,0,0,0,14.399205561072492,0,Estándar/No Especifica,Casa,Costa Esmeralda,862.0,0,0.6666666666666666,6.944827586206896,0,0,0,0,0,1,0,0,2.0,0.6,1,1689.655172413793
